year,marital,age,race,rincome,partyid,relig,tvhours
2006,Divorced,47,White,Refused,Independent,Protestant,1
2006,Divorced,55,White,$10000 - 14999,Strong republican,Christian,NA
2006,Married,53,White,$25000 or more,Independent,Catholic,NA
2006,Never married,41,White,$25000 or more,Not str republican,Protestant,2
2006,Married,76,White,Not applicable,Independent,Protestant,NA
2006,Married,50,White,$25000 or more,Not str republican,None,2
2006,Widowed,56,White,$20000 - 24999,Not str republican,Protestant,3
2006,Married,38,White,Not applicable,"Ind,near rep",Protestant,2
2006,Separated,67,Black,Not applicable,Strong democrat,Protestant,2
2006,Married,42,White,$7000 to 7999,Not str republican,Protestant,2
2006,Married,42,White,$25000 or more,Not str republican,Protestant,NA
2006,Never married,51,White,$25000 or more,"Ind,near dem",Christian,NA
2006,Divorced,43,White,$25000 or more,"Ind,near rep",Protestant,NA
2006,Divorced,56,White,Not applicable,Not str democrat,Jewish,NA
2006,Married,40,White,$25000 or more,Not str republican,Protestant,2
2006,Married,39,White,$25000 or more,"Ind,near rep",Catholic,NA
2006,Married,49,White,$25000 or more,Strong republican,Protestant,NA
2006,Married,34,Other,$25000 or more,Strong republican,Catholic,2
2006,Married,53,White,$25000 or more,"Ind,near dem",Catholic,3
2006,Never married,22,Black,$4000 to 4999,Strong democrat,Protestant,NA
2006,Never married,46,White,$10000 - 14999,Independent,Catholic,1
2006,Married,86,White,Not applicable,Not str democrat,Protestant,NA
2006,Divorced,49,White,$25000 or more,"Ind,near dem",Protestant,1
2006,Married,39,White,$25000 or more,Other party,None,NA
2006,Never married,55,White,$25000 or more,Strong democrat,Catholic,2
2006,Never married,34,White,$25000 or more,Not str democrat,None,2
2006,Widowed,62,White,Not applicable,"Ind,near dem",Protestant,0
2006,Married,85,White,Not applicable,"Ind,near rep",Protestant,NA
2006,Married,51,White,Refused,"Ind,near rep",Catholic,NA
2006,Never married,80,White,Not applicable,Strong republican,Protestant,NA
2006,Separated,46,Black,$1000 to 2999,Strong democrat,Protestant,6
2006,Married,86,White,Not applicable,Strong democrat,Catholic,1
2006,Married,48,White,$25000 or more,"Ind,near dem",Protestant,2
2006,Never married,22,White,$10000 - 14999,"Ind,near dem",Protestant,NA
2006,Married,47,White,Refused,Independent,Protestant,NA
2006,Married,67,White,Not applicable,"Ind,near rep",Catholic,NA
2006,Married,58,White,$25000 or more,"Ind,near dem",Protestant,1
2006,Married,57,White,$25000 or more,Independent,Protestant,NA
2006,Married,52,White,$25000 or more,"Ind,near rep",Protestant,1
2006,Married,69,White,Not applicable,Not str democrat,Catholic,NA
2006,Never married,48,White,$15000 - 19999,Not str democrat,Protestant,2
2006,Married,43,White,$25000 or more,Not str republican,Catholic,NA
2006,Married,63,White,$1000 to 2999,Not str republican,Protestant,2
2006,Married,66,White,Not applicable,Independent,Catholic,3
2006,Married,43,White,$25000 or more,Strong republican,Protestant,2
2006,Never married,21,Black,$8000 to 9999,Not str republican,Protestant,NA
2006,Married,48,White,$20000 - 24999,Not str democrat,Protestant,NA
2006,Divorced,38,Black,$10000 - 14999,Independent,Catholic,NA
2006,Widowed,57,Black,$25000 or more,Strong democrat,Protestant,2
2006,Widowed,76,White,Not applicable,Strong democrat,Protestant,NA
2006,Never married,21,Other,Not applicable,Not str democrat,Catholic,NA
2006,Married,73,White,Not applicable,Strong republican,Protestant,NA
2006,Married,23,Black,$15000 - 19999,Independent,Protestant,4
2006,Never married,19,Other,$3000 to 3999,Independent,Protestant,1
2006,Married,80,White,Not applicable,"Ind,near rep",Protestant,NA
2006,Married,50,White,$20000 - 24999,Not str republican,Protestant,NA
2006,Married,56,White,Refused,"Ind,near dem",Protestant,2
2006,Divorced,37,Black,$8000 to 9999,"Ind,near dem",Protestant,3
2006,Divorced,49,White,Not applicable,"Ind,near rep",Protestant,NA
2006,Never married,27,White,$20000 - 24999,Strong republican,Protestant,NA
2006,Divorced,72,White,Not applicable,Strong democrat,Protestant,1
2006,Never married,39,Black,$25000 or more,Not str democrat,Protestant,NA
2006,Married,32,White,Not applicable,Independent,Protestant,NA
2006,Divorced,63,White,Not applicable,"Ind,near rep",Protestant,NA
2006,Married,41,White,$25000 or more,"Ind,near dem",Protestant,NA
2006,Widowed,53,White,$25000 or more,Not str democrat,Protestant,2
2006,Divorced,77,White,Not applicable,Not str democrat,Protestant,5
2006,Separated,34,White,$25000 or more,Strong democrat,Protestant,2
2006,Married,29,White,$25000 or more,Strong republican,Protestant,NA
2006,Never married,47,Black,$1000 to 2999,Not str democrat,Protestant,NA
2006,Married,46,White,$25000 or more,Strong republican,Protestant,NA
2006,Divorced,63,White,$25000 or more,Independent,Protestant,NA
2006,Married,28,White,$10000 - 14999,Independent,Protestant,NA
2006,Separated,45,Black,$10000 - 14999,Strong democrat,Protestant,12
2006,Divorced,48,Black,Not applicable,Strong democrat,Protestant,NA
2006,Never married,54,White,$25000 or more,Strong democrat,Protestant,NA
2006,Never married,24,White,$25000 or more,Strong republican,Protestant,NA
2006,Married,84,White,Not applicable,Not str democrat,Jewish,NA
2006,Divorced,51,White,$25000 or more,Strong republican,Protestant,NA
2006,Married,34,White,$8000 to 9999,"Ind,near dem",Protestant,NA
2006,Never married,29,Other,$25000 or more,Not str democrat,Hinduism,1
2006,Married,26,White,$25000 or more,Not str republican,Protestant,1
2006,Never married,27,White,$25000 or more,Independent,Protestant,2
2006,Never married,23,Black,$25000 or more,Not str republican,Protestant,18
2006,Never married,34,Black,$15000 - 19999,Strong democrat,Protestant,8
2006,Never married,20,Black,Not applicable,Strong democrat,Protestant,5
2006,Divorced,63,Black,$25000 or more,Not str democrat,Protestant,1
2006,Married,43,Black,Not applicable,Independent,Protestant,5
2006,Married,29,Other,Not applicable,Strong republican,Catholic,NA
2006,Married,77,Black,Not applicable,Strong democrat,Protestant,NA
2006,Never married,26,Other,$25000 or more,Independent,Hinduism,4
2006,Never married,36,Other,Not applicable,Not str democrat,Catholic,NA
2006,Married,39,White,$25000 or more,Not str republican,Protestant,NA
2006,Married,55,White,$25000 or more,Strong republican,Protestant,3
2006,Never married,30,White,$25000 or more,Independent,Protestant,2
2006,Married,49,White,$25000 or more,Independent,None,0
2006,Married,46,White,$25000 or more,Strong republican,Protestant,NA
2006,Never married,27,White,$25000 or more,Independent,Protestant,NA
2006,Married,62,White,Not applicable,Not str democrat,Protestant,NA
2006,Married,34,White,$20000 - 24999,Strong republican,Protestant,1
2006,Divorced,54,White,$3000 to 3999,Not str republican,Protestant,NA
2006,No answer,NA,White,Not applicable,Strong republican,Protestant,NA
2006,Widowed,80,White,Not applicable,Strong democrat,Protestant,3
2006,Married,23,White,$10000 - 14999,Not str republican,Protestant,2
2006,Never married,21,White,$20000 - 24999,Not str republican,Protestant,NA
2006,Widowed,84,White,Not applicable,Not str republican,Protestant,NA
2006,Married,47,White,$20000 - 24999,Independent,Protestant,6
2006,Never married,29,White,$25000 or more,Not str republican,Protestant,NA
2006,Widowed,79,White,$3000 to 3999,Not str democrat,Protestant,3
2006,Divorced,33,White,$15000 - 19999,"Ind,near dem",Protestant,NA
2006,Married,62,White,$25000 or more,"Ind,near rep",Protestant,2
2006,Married,41,White,$15000 - 19999,Independent,Protestant,NA
2006,Married,52,White,$25000 or more,Not str republican,Protestant,NA
2006,Married,35,White,$25000 or more,Strong republican,Protestant,2
2006,Married,47,White,$25000 or more,Strong republican,Protestant,1
2006,Never married,23,White,$25000 or more,Not str democrat,Protestant,3
2006,Separated,33,White,Not applicable,"Ind,near rep",Protestant,1
2006,Married,51,White,$20000 - 24999,"Ind,near dem",Protestant,2
2006,Married,34,White,$25000 or more,Not str republican,Protestant,2
2006,Married,39,White,Not applicable,Not str republican,Protestant,NA
2006,Married,48,White,Refused,Strong republican,Catholic,1
2006,Married,36,White,$25000 or more,Not str democrat,Catholic,2
2006,Married,36,White,$25000 or more,Not str republican,Protestant,1
2006,Married,73,White,Not applicable,"Ind,near dem",Protestant,NA
2006,Married,40,White,$25000 or more,"Ind,near dem",None,NA
2006,Never married,40,White,$20000 - 24999,"Ind,near dem",None,NA
2006,Married,85,White,$8000 to 9999,Independent,Protestant,2
2006,Never married,28,White,$25000 or more,Independent,Catholic,NA
2006,Never married,20,White,$5000 to 5999,"Ind,near rep",Catholic,NA
2006,Married,29,White,$25000 or more,Not str republican,Protestant,NA
2006,Married,49,White,Refused,Independent,Catholic,NA
2006,Never married,19,Other,$15000 - 19999,Independent,Catholic,NA
2006,Never married,24,Other,$25000 or more,Not str democrat,None,NA
2006,Divorced,56,White,Not applicable,Not str democrat,Protestant,NA
2006,Never married,20,Other,$25000 or more,"Ind,near dem",None,1
2006,Married,30,White,$25000 or more,Not str democrat,Protestant,NA
2006,Married,28,White,$1000 to 2999,Independent,Catholic,1
2006,Married,38,White,$25000 or more,"Ind,near rep",Catholic,2
2006,Married,51,White,$25000 or more,Independent,Protestant,NA
2006,Never married,41,White,$25000 or more,Not str republican,Protestant,NA
2006,Never married,53,White,$25000 or more,Strong democrat,Catholic,NA
2006,Never married,25,White,$25000 or more,Not str republican,Protestant,NA
2006,Widowed,76,White,Not applicable,"Ind,near rep",Catholic,4
2006,Divorced,55,White,$15000 - 19999,Independent,Protestant,NA
2006,Married,70,White,Not applicable,"Ind,near rep",Protestant,NA
2006,Married,35,White,$25000 or more,Independent,Native american,2
2006,Married,58,White,Refused,Not str republican,Catholic,NA
2006,Married,44,White,$25000 or more,Independent,Catholic,1
2006,Married,47,White,$25000 or more,"Ind,near rep",Catholic,2
2006,Married,72,White,Refused,Not str democrat,Protestant,NA
2006,Divorced,63,White,Not applicable,Not str democrat,Catholic,NA
2006,Married,46,White,$25000 or more,Not str republican,None,NA
2006,Divorced,71,White,Don't know,Independent,Protestant,NA
2006,Never married,43,White,$25000 or more,Strong democrat,Jewish,NA
2006,Married,65,White,$15000 - 19999,Independent,Catholic,5
2006,Married,43,White,$25000 or more,Not str republican,Protestant,1
2006,Divorced,54,Black,Not applicable,Independent,Protestant,NA
2006,Married,40,Black,$25000 or more,Not str democrat,Protestant,5
2006,Divorced,58,Black,$6000 to 6999,Independent,Protestant,NA
2006,Divorced,31,Black,$25000 or more,"Ind,near dem",Protestant,1
2006,Divorced,48,Black,$25000 or more,Not str democrat,Protestant,NA
2006,Never married,18,Black,$3000 to 3999,Not str democrat,Protestant,1
2006,Never married,48,Black,$25000 or more,Strong democrat,Protestant,6
2006,Married,61,Black,Not applicable,Strong democrat,Protestant,6
2006,Married,38,White,Not applicable,Not str republican,Protestant,NA
2006,Married,62,White,Not applicable,Not str republican,Protestant,6
2006,Married,72,White,Not applicable,Strong republican,Protestant,1
2006,Married,87,White,Not applicable,Not str republican,Protestant,NA
2006,Widowed,71,White,$25000 or more,Strong republican,Protestant,5
2006,Married,76,White,Refused,"Ind,near dem",Catholic,NA
2006,Married,56,White,$25000 or more,Not str republican,Protestant,4
2006,Married,71,White,Not applicable,"Ind,near dem",Protestant,2
2006,Married,55,White,Don't know,Not str republican,Protestant,NA
2006,Married,37,White,$25000 or more,Strong republican,Protestant,10
2006,Widowed,55,White,$25000 or more,"Ind,near rep",Protestant,NA
2006,Married,68,White,Not applicable,Strong republican,Catholic,NA
2006,Married,62,White,Not applicable,Independent,Protestant,NA
2006,Divorced,30,White,Refused,Strong democrat,None,1
2006,Never married,37,White,$20000 - 24999,Strong democrat,None,NA
2006,Never married,26,White,$10000 - 14999,"Ind,near dem",Other,0
2006,Never married,26,White,$25000 or more,"Ind,near dem",None,NA
2006,Separated,38,Other,$25000 or more,Independent,Catholic,2
2006,Never married,28,Other,$25000 or more,Not str democrat,Catholic,NA
2006,Divorced,46,White,$25000 or more,Independent,Protestant,NA
2006,Never married,27,White,$25000 or more,"Ind,near dem",None,NA
2006,Separated,33,White,Refused,"Ind,near dem",Protestant,NA
2006,Never married,33,Other,$25000 or more,Other party,Protestant,NA
2006,Married,55,Other,Not applicable,"Ind,near dem",Catholic,NA
2006,Married,48,Other,Don't know,Not str republican,Catholic,NA
2006,Never married,25,Other,$25000 or more,Not str republican,Catholic,2
2006,Married,38,Other,$25000 or more,Independent,Catholic,4
2006,Widowed,78,Other,Not applicable,Independent,Catholic,3
2006,Married,55,Other,$15000 - 19999,Independent,Catholic,NA
2006,Divorced,48,Other,Not applicable,Not str democrat,Catholic,NA
2006,Married,21,Other,Not applicable,Not str republican,Catholic,3
2006,Married,26,White,$25000 or more,Not str republican,Protestant,NA
2006,Divorced,46,White,$15000 - 19999,Other party,Protestant,NA
2006,Never married,20,White,Not applicable,Independent,Catholic,7
2006,Married,58,Other,Refused,Independent,Catholic,NA
2006,Never married,32,Other,$25000 or more,"Ind,near dem",Catholic,NA
2006,Married,86,White,Not applicable,Not str democrat,Catholic,3
2006,Divorced,28,Other,$25000 or more,Strong democrat,None,NA
2006,Married,47,Other,$8000 to 9999,Not str republican,Protestant,NA
2006,Divorced,45,Other,$25000 or more,Strong democrat,Protestant,NA
2006,Divorced,70,White,Not applicable,Strong republican,Protestant,2
2006,Divorced,56,White,$25000 or more,Independent,Catholic,NA
2006,Married,78,White,Not applicable,Strong republican,Protestant,NA
2006,Married,48,White,$25000 or more,"Ind,near rep",Catholic,NA
2006,Married,82,White,$10000 - 14999,Strong democrat,Jewish,NA
2006,Never married,19,White,$8000 to 9999,Not str democrat,Catholic,1
2006,Married,25,White,$25000 or more,Strong democrat,Protestant,1
2006,Married,51,White,$25000 or more,Strong democrat,Jewish,1
2006,Married,56,White,$25000 or more,Not str democrat,Jewish,NA
2006,Married,59,White,$25000 or more,Not str democrat,None,NA
2006,Married,47,White,$25000 or more,Strong republican,Jewish,NA
2006,Never married,22,White,Don't know,Independent,Jewish,4
2006,Married,37,White,Don't know,"Ind,near rep",Jewish,0
2006,Married,76,White,Not applicable,Strong democrat,Jewish,2
2006,Never married,21,White,$7000 to 7999,Strong republican,Jewish,1
2006,Married,62,White,$15000 - 19999,"Ind,near dem",Jewish,NA
2006,Never married,39,White,$25000 or more,Not str democrat,Catholic,1
2006,Married,53,White,Refused,Strong democrat,Catholic,2
2006,Married,31,White,Not applicable,Independent,Protestant,NA
2006,Divorced,49,White,$25000 or more,Not str democrat,Protestant,NA
2006,Married,40,White,$25000 or more,Strong republican,Protestant,NA
2006,Married,40,White,$25000 or more,Independent,None,5
2006,Never married,33,Black,Not applicable,Strong democrat,Protestant,NA
2006,Never married,24,White,$8000 to 9999,Independent,Catholic,1
2006,Married,36,White,Not applicable,Strong republican,Protestant,2
2006,Married,41,Black,$25000 or more,Not str democrat,Protestant,NA
2006,Married,23,White,$10000 - 14999,"Ind,near dem",Protestant,1
2006,Divorced,60,White,Not applicable,Not str republican,Protestant,3
2006,Married,32,White,$25000 or more,"Ind,near dem",None,NA
2006,Widowed,55,Black,$25000 or more,Strong democrat,Protestant,4
2006,Married,49,Black,Not applicable,Not str democrat,Protestant,NA
2006,Divorced,35,Black,$25000 or more,Strong democrat,Protestant,NA
2006,Married,61,White,$25000 or more,Independent,Protestant,1
2006,Divorced,34,White,$15000 - 19999,"Ind,near dem",Other,NA
2006,Never married,35,White,$25000 or more,Strong democrat,None,NA
2006,Never married,48,White,$25000 or more,Strong democrat,None,2
2006,Never married,26,Black,Not applicable,Strong democrat,Christian,NA
2006,Never married,50,Black,$25000 or more,Not str democrat,Protestant,NA
2006,Separated,34,Black,Don't know,Strong democrat,None,1
2006,Never married,48,Black,Not applicable,Independent,Protestant,NA
2006,Married,53,Black,$25000 or more,Not str democrat,Protestant,5
2006,Never married,49,Black,$3000 to 3999,Independent,Protestant,NA
2006,Widowed,88,Black,Not applicable,Strong democrat,Protestant,NA
2006,Never married,40,Black,$20000 - 24999,Not str democrat,Protestant,3
2006,Never married,19,Black,$1000 to 2999,Strong democrat,No answer,12
2006,Married,33,Other,$25000 or more,Independent,Protestant,NA
2006,Married,41,Other,$20000 - 24999,Not str democrat,Catholic,NA
2006,Never married,54,White,Not applicable,Not str republican,Protestant,NA
2006,Separated,41,Other,Refused,"Ind,near rep",Catholic,NA
2006,Never married,38,Other,$20000 - 24999,Strong republican,Protestant,NA
2006,Never married,33,Other,$25000 or more,Strong democrat,Catholic,4
2006,Married,47,White,Not applicable,Strong republican,Protestant,1
2006,Married,32,Other,$15000 - 19999,Not str republican,Catholic,NA
2006,Married,58,Other,Don't know,Independent,Protestant,NA
2006,Married,54,Other,Not applicable,Independent,Catholic,NA
2006,Married,34,Black,Not applicable,Strong democrat,Moslem/islam,1
2006,Never married,23,Other,$10000 - 14999,Not str democrat,Protestant,NA
2006,Married,31,Other,$25000 or more,"Ind,near rep",Catholic,NA
2006,Married,53,White,$25000 or more,Strong democrat,Protestant,NA
2006,Married,28,White,$25000 or more,"Ind,near dem",Protestant,NA
2006,Never married,57,White,Not applicable,"Ind,near rep",Christian,1
2006,Widowed,56,White,$25000 or more,Not str democrat,Protestant,1
2006,Divorced,37,White,$25000 or more,Independent,None,NA
2006,Widowed,89,Black,Not applicable,"Ind,near dem",Protestant,2
2006,Married,26,Other,Not applicable,Independent,Catholic,NA
2006,Never married,23,Other,$25000 or more,Not str democrat,Catholic,1
2006,Married,59,White,$25000 or more,Strong republican,Other,NA
2006,Married,39,White,$25000 or more,Independent,None,NA
2006,Never married,24,White,Refused,Independent,None,1
2006,Married,50,White,$25000 or more,Not str republican,Protestant,2
2006,Never married,19,White,Not applicable,"Ind,near rep",None,NA
2006,Married,34,White,No answer,"Ind,near dem",None,2
2006,Married,44,White,Don't know,"Ind,near dem",Protestant,1
2006,Widowed,76,White,Not applicable,Independent,Protestant,NA
2006,Married,39,White,$8000 to 9999,"Ind,near dem",None,NA
2006,Never married,63,White,$25000 or more,Strong democrat,Protestant,2
2006,Married,49,White,$25000 or more,Strong democrat,Protestant,NA
2006,Married,35,Black,$25000 or more,Not str republican,Catholic,NA
2006,Never married,52,White,Not applicable,"Ind,near dem",None,6
2006,Divorced,64,White,$25000 or more,Not str democrat,Protestant,NA
2006,Married,86,White,Not applicable,Strong democrat,Protestant,4
2006,Married,29,White,Not applicable,Not str democrat,Christian,2
2006,Married,54,White,$25000 or more,Not str republican,None,NA
2006,Never married,52,White,Refused,Strong republican,Catholic,NA
2006,Never married,38,Black,Don't know,Independent,None,0
2006,Married,29,White,$25000 or more,"Ind,near dem",None,NA
2006,No answer,NA,White,No answer,Strong republican,None,2
2006,Widowed,73,White,Not applicable,Not str republican,None,2
2006,Never married,54,White,$20000 - 24999,Not str republican,None,NA
2006,Widowed,55,White,Not applicable,Independent,Protestant,NA
2006,Never married,83,Other,Not applicable,"Ind,near dem",Catholic,NA
2006,Married,49,White,Not applicable,Not str democrat,None,2
2006,Divorced,61,White,Not applicable,"Ind,near rep",Catholic,NA
2006,Never married,46,Black,Not applicable,Not str democrat,Christian,2
2006,Never married,66,Other,Not applicable,Independent,None,4
2006,Married,65,White,$25000 or more,"Ind,near dem",Protestant,NA
2006,Married,83,White,$1000 to 2999,Independent,Protestant,2
2006,Divorced,65,White,$25000 or more,"Ind,near rep",None,NA
2006,Married,80,White,Not applicable,Not str republican,Protestant,4
2006,Married,35,White,$25000 or more,Strong democrat,Protestant,1
2006,Married,58,White,Refused,Strong democrat,None,2
2006,Married,40,White,Not applicable,Not str republican,None,NA
2006,Separated,64,White,$10000 - 14999,Not str democrat,Protestant,2
2006,Never married,30,White,$25000 or more,Not str democrat,None,NA
2006,Married,58,White,$25000 or more,Strong democrat,Protestant,NA
2006,Divorced,61,White,Not applicable,Strong republican,Protestant,5
2006,Married,40,White,Not applicable,Strong democrat,Protestant,NA
2006,Married,59,Other,Not applicable,Strong republican,Protestant,3
2006,Divorced,38,Other,Refused,Strong republican,Protestant,NA
2006,Never married,20,Black,Not applicable,Independent,None,NA
2006,Married,48,Other,$15000 - 19999,Independent,Catholic,NA
2006,Married,39,White,$1000 to 2999,Independent,Protestant,NA
2006,Married,50,Other,$25000 or more,Strong republican,Protestant,NA
2006,Divorced,50,White,$15000 - 19999,Other party,None,NA
2006,Never married,19,Black,$15000 - 19999,Strong democrat,Protestant,1
2006,Married,40,Other,Refused,Independent,Catholic,1
2006,Divorced,43,White,$25000 or more,Strong democrat,Christian,2
2006,Never married,57,White,$25000 or more,Strong democrat,Protestant,NA
2006,Widowed,19,White,No answer,Independent,Protestant,1
2006,Married,68,White,Not applicable,"Ind,near rep",Protestant,NA
2006,Divorced,36,White,Not applicable,Not str democrat,Protestant,NA
2006,Never married,20,Other,No answer,"Ind,near dem",Catholic,2
2006,Never married,35,White,$25000 or more,Strong democrat,None,NA
2006,Married,22,White,$6000 to 6999,Independent,None,1
2006,Never married,25,Other,Not applicable,Independent,Catholic,5
2006,Divorced,50,White,$15000 - 19999,Not str republican,None,4
2006,Divorced,36,White,$25000 or more,"Ind,near dem",Catholic,NA
2006,Divorced,62,White,Not applicable,"Ind,near dem",Protestant,NA
2006,Divorced,NA,White,Refused,Independent,Catholic,NA
2006,Married,59,White,$25000 or more,Not str democrat,Protestant,4
2006,Never married,48,White,$25000 or more,Independent,Protestant,4
2006,Separated,69,White,Not applicable,Not str democrat,Protestant,5
2006,Never married,25,White,$20000 - 24999,Independent,None,NA
2006,Divorced,44,White,Not applicable,Independent,None,NA
2006,Never married,64,White,Not applicable,Strong democrat,Catholic,10
2006,Married,49,White,Not applicable,Not str democrat,Catholic,NA
2006,Divorced,53,White,$25000 or more,Not str democrat,Catholic,3
2006,Married,42,White,$4000 to 4999,"Ind,near rep",Protestant,NA
2006,Never married,27,White,$10000 - 14999,Not str republican,Catholic,NA
2006,Married,59,White,$6000 to 6999,Strong democrat,None,3
2006,Never married,48,White,$25000 or more,Not str republican,Protestant,NA
2006,Widowed,70,White,$1000 to 2999,Not str democrat,Catholic,1
2006,Married,40,White,$10000 - 14999,Not str democrat,Catholic,2
2006,Divorced,82,White,Not applicable,"Ind,near dem",Inter-nondenominational,NA
2006,Widowed,74,Black,Not applicable,Independent,Protestant,NA
2006,Married,53,White,$25000 or more,Not str democrat,Christian,4
2006,Divorced,54,White,$15000 - 19999,"Ind,near dem",Protestant,NA
2006,Never married,51,Black,$25000 or more,"Ind,near dem",Protestant,2
2006,Married,57,Black,Not applicable,Strong democrat,Protestant,NA
2006,Married,58,White,$4000 to 4999,Not str democrat,Catholic,NA
2006,Married,53,White,Not applicable,Not str democrat,Catholic,NA
2006,Married,59,White,$25000 or more,Strong democrat,Catholic,6
2006,Married,34,White,$25000 or more,Strong republican,Protestant,3
2006,Widowed,73,White,$15000 - 19999,Independent,Protestant,NA
2006,Never married,21,White,$4000 to 4999,"Ind,near dem",Catholic,2
2006,Divorced,57,White,$25000 or more,Not str democrat,Catholic,2
2006,Married,50,White,Not applicable,Not str democrat,Catholic,2
2006,Married,49,White,$25000 or more,Strong democrat,Catholic,NA
2006,Never married,48,White,$25000 or more,Strong democrat,Catholic,NA
2006,Widowed,80,White,Not applicable,Not str democrat,Protestant,NA
2006,Separated,57,White,$25000 or more,Not str republican,Protestant,2
2006,Married,63,White,Not applicable,Not str democrat,Protestant,NA
2006,Never married,20,White,$4000 to 4999,Not str republican,Protestant,NA
2006,Married,44,White,$25000 or more,Not str democrat,Protestant,NA
2006,Widowed,74,White,$1000 to 2999,Not str democrat,Protestant,NA
2006,Divorced,54,White,$15000 - 19999,Independent,Protestant,NA
2006,Widowed,83,White,Not applicable,Strong democrat,Protestant,NA
2006,Never married,52,White,Not applicable,Strong republican,Catholic,5
2006,Married,49,White,$25000 or more,Not str republican,Protestant,3
2006,Married,28,White,$15000 - 19999,Not str democrat,Protestant,NA
2006,Never married,36,White,$25000 or more,Strong republican,Protestant,NA
2006,Divorced,38,White,$25000 or more,Strong republican,Protestant,1
2006,Divorced,72,White,Not applicable,Not str democrat,Protestant,NA
2006,Divorced,33,Other,No answer,Independent,Protestant,NA
2006,Never married,19,Other,Not applicable,Independent,Catholic,NA
2006,Divorced,44,White,$10000 - 14999,Strong democrat,Catholic,2
2006,Married,38,Other,$25000 or more,"Ind,near dem",Catholic,NA
2006,Never married,38,White,Not applicable,Not str republican,Catholic,NA
2006,Widowed,73,Other,Not applicable,Not str democrat,Catholic,5
2006,Widowed,83,White,Not applicable,"Ind,near dem",Protestant,3
2006,Never married,28,White,$25000 or more,"Ind,near dem",None,2
2006,Never married,47,White,$25000 or more,"Ind,near dem",Other,2
2006,Married,54,White,$25000 or more,Strong republican,None,NA
2006,Never married,27,White,$25000 or more,Not str republican,Protestant,NA
2006,Married,40,White,Don't know,"Ind,near rep",None,NA
2006,Never married,29,White,$20000 - 24999,Strong democrat,Catholic,NA
2006,Never married,32,Other,$20000 - 24999,"Ind,near dem",Other,4
2006,Never married,31,White,Not applicable,Not str democrat,Jewish,NA
2006,Widowed,78,White,Not applicable,Not str republican,None,NA
2006,Never married,56,White,$10000 - 14999,"Ind,near dem",None,2
2006,Married,53,White,$25000 or more,"Ind,near dem",Protestant,1
2006,Widowed,83,White,Not applicable,Strong republican,Catholic,NA
2006,Never married,40,Black,$25000 or more,Strong democrat,Catholic,NA
2006,Divorced,59,White,Not applicable,Not str democrat,Protestant,2
2006,Never married,18,White,Not applicable,Other party,Other,NA
2006,Divorced,57,White,$25000 or more,Not str republican,Catholic,NA
2006,Married,32,White,$25000 or more,"Ind,near dem",Protestant,1
2006,Married,39,White,$25000 or more,"Ind,near dem",Catholic,2
2006,Married,48,White,Not applicable,Independent,Protestant,NA
2006,Divorced,52,Other,$10000 - 14999,Strong democrat,None,NA
2006,Married,52,White,Not applicable,Strong democrat,Protestant,NA
2006,Married,40,White,$25000 or more,Not str democrat,Catholic,NA
2006,Divorced,47,Other,$25000 or more,"Ind,near dem",Buddhism,2
2006,Married,64,White,Not applicable,Strong republican,Protestant,1
2006,Married,50,White,$25000 or more,Strong republican,Protestant,1
2006,Married,42,White,$25000 or more,Strong republican,Catholic,NA
2006,Widowed,64,White,Not applicable,Strong democrat,Protestant,6
2006,Married,81,White,Not applicable,Other party,Catholic,NA
2006,Divorced,56,White,Not applicable,Independent,Catholic,NA
2006,Married,79,White,Not applicable,"Ind,near rep",Protestant,NA
2006,Married,68,White,$15000 - 19999,Independent,Protestant,NA
2006,Divorced,54,White,Not applicable,"Ind,near dem",Catholic,2
2006,Widowed,77,Black,$6000 to 6999,Strong democrat,Protestant,NA
2006,Married,61,Black,$25000 or more,Strong democrat,Protestant,NA
2006,Never married,27,Black,$1000 to 2999,Not str democrat,None,3
2006,Widowed,76,Black,Not applicable,Strong democrat,Protestant,9
2006,Never married,29,Black,$15000 - 19999,Independent,Protestant,NA
2006,Separated,23,Other,Not applicable,"Ind,near dem",None,2
2006,Never married,47,Black,Not applicable,Not str republican,Catholic,6
2006,Widowed,68,White,Not applicable,Strong democrat,Protestant,6
2006,Divorced,42,White,$25000 or more,"Ind,near dem",None,NA
2006,Divorced,43,White,$1000 to 2999,Not str republican,Catholic,2
2006,Divorced,52,Black,Refused,Independent,Christian,6
2006,Never married,44,White,Not applicable,Independent,Protestant,NA
2006,Married,56,White,Refused,Independent,Protestant,NA
2006,Married,33,White,$25000 or more,Not str democrat,None,1
2006,Never married,72,White,Not applicable,"Ind,near rep",Protestant,2
2006,Widowed,82,Black,Not applicable,Not str democrat,Protestant,5
2006,Widowed,65,White,$25000 or more,Not str republican,Catholic,3
2006,Widowed,71,White,Not applicable,Strong democrat,Protestant,NA
2006,Married,32,White,$25000 or more,Not str democrat,Moslem/islam,1
2006,Never married,53,White,$25000 or more,Strong democrat,Jewish,4
2006,Never married,58,White,$25000 or more,Strong democrat,None,1
2006,Married,56,White,$25000 or more,"Ind,near dem",Moslem/islam,NA
2006,Married,73,White,Not applicable,Strong democrat,Jewish,NA
2006,Widowed,86,White,Refused,Not str republican,Protestant,4
2006,Never married,19,White,Not applicable,Not str democrat,Jewish,5
2006,Married,76,White,Not applicable,"Ind,near rep",Protestant,NA
